"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"QXUqj4ud/","/soccer/france/ligue-1-2015-2016/troyes-rennes-QXUqj4ud/",TRUE,2016-01-16,"F1","2016","france","Troyes","Stade Rennes",2,4,4,3.45,2.26,NA,NA,NA,NA
"r9uuipQk/","/soccer/france/ligue-1-2015-2016/guingamp-nantes-r9uuipQk/",TRUE,2016-01-16,"F1","2016","france","Guingamp","Nantes",2,2,2.53,3.1,3.9,NA,NA,NA,NA
"rev0elys/","/soccer/england/premier-league-2015-2016/newcastle-utd-west-ham-rev0elys/",TRUE,2016-01-16,"E0","2016","england","Newcastle","West Ham",2,1,2.55,3.5,3.4,NA,NA,NA,NA
"UBtChnLa/","/soccer/england/premier-league-2015-2016/tottenham-sunderland-UBtChnLa/",TRUE,2016-01-16,"E0","2016","england","Tottenham","Sunderland",4,1,1.45,5.49,10,NA,NA,NA,NA
"Uc1wvm66/","/soccer/england/premier-league-2015-2016/bournemouth-norwich-Uc1wvm66/",TRUE,2016-01-16,"E0","2016","england","Bournemouth","Norwich City",3,0,1.98,3.7,4.85,NA,NA,NA,NA
"UqbtvpGj/","/soccer/italy/serie-a/torino-frosinone-UqbtvpGj/",TRUE,2016-01-16,"I1","2016","italy","Torino","Frosinone",4,2,1.4,5.59,11,NA,NA,NA,NA
"vyZmkOf2/","/soccer/france/ligue-1-2015-2016/bordeaux-lille-vyZmkOf2/",TRUE,2016-01-16,"F1","2016","france","Bordeaux","Lille",1,0,2.48,3.13,3.8,NA,NA,NA,NA
"WStGhc1f/","/soccer/france/ligue-1-2015-2016/toulouse-paris-sg-WStGhc1f/",TRUE,2016-01-16,"F1","2016","france","Toulouse","Paris Saint-Germain",0,1,7,4.35,1.61,NA,NA,NA,NA
"WULZCRn9/","/soccer/france/ligue-1-2015-2016/gfc-ajaccio-reims-WULZCRn9/",TRUE,2016-01-16,"F1","2016","france","GFC Ajaccio","Stade de Reims",2,2,2.35,3.3,3.9,NA,NA,NA,NA
"42E1oSNG/","/soccer/italy/serie-a/ac-milan-fiorentina-42E1oSNG/",TRUE,2016-01-17,"I1","2016","italy","AC Milan","Fiorentina",2,0,2.5,3.3,3.44,NA,NA,NA,NA
"4ItyhQAq/","/soccer/france/ligue-1-2015-2016/st-etienne-lyon-4ItyhQAq/",TRUE,2016-01-17,"F1","2016","france","St Etienne","Lyon",1,0,2.95,3.3,2.84,NA,NA,NA,NA
"fTCKAThO/","/soccer/spain/primera-division/real-madrid-gijon-fTCKAThO/",TRUE,2016-01-17,"SP1","2016","spain","Real Madrid","Sporting Gijon",5,1,1.1,15.5,36,NA,NA,NA,NA
"G8x8gS5g/","/soccer/england/premier-league-2015-2016/stoke-city-arsenal-G8x8gS5g/",TRUE,2016-01-17,"E0","2016","england","Stoke City","Arsenal",0,0,3.75,3.35,2.47,NA,NA,NA,NA
"hvNVD7X2/","/soccer/france/ligue-1-2015-2016/lorient-monaco-hvNVD7X2/",TRUE,2016-01-17,"F1","2016","france","Lorient","AS Monaco",0,2,3.3,3.34,2.51,NA,NA,NA,NA
"I9fxuQ0p/","/soccer/italy/serie-a/udinese-juventus-I9fxuQ0p/",TRUE,2016-01-17,"I1","2016","italy","Udinese","Juventus",0,4,6,3.79,1.84,NA,NA,NA,NA
"IoCklUwb/","/soccer/italy/serie-a/chievo-empoli-IoCklUwb/",TRUE,2016-01-17,"I1","2016","italy","Chievo Verona","Empoli",1,1,2.62,3.2,3.64,NA,NA,NA,NA
"KAtwTA8h/","/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/",TRUE,2016-01-17,"SP1","2016","spain","Barcelona","Athletic Bilbao",6,0,1.23,9.04,20.13,NA,NA,NA,NA
"KhwCgwnl/","/soccer/france/ligue-1-2015-2016/caen-marseille-KhwCgwnl/",TRUE,2016-01-17,"F1","2016","france","Caen","Marseille",1,3,3.4,3.4,2.6,NA,NA,NA,NA
"ljYgPS7H/","/soccer/spain/primera-division/ud-las-palmas-atl-madrid-ljYgPS7H/",TRUE,2016-01-17,"SP1","2016","spain","Las Palmas","Atletico Madrid",0,3,8,4.15,1.72,NA,NA,NA,NA
"Mw96pnwN/","/soccer/italy/serie-a/carpi-sampdoria-Mw96pnwN/",TRUE,2016-01-17,"I1","2016","italy","Carpi","Sampdoria",2,1,2.7,3.31,3.4,NA,NA,NA,NA
"OAcT0ADJ/","/soccer/england/premier-league-2015-2016/liverpool-manchester-united-OAcT0ADJ/",TRUE,2016-01-17,"E0","2016","england","Liverpool","Manchester Utd",0,1,2.73,3.2,3.25,NA,NA,NA,NA
"QBFcn88A/","/soccer/italy/serie-a/genoa-palermo-QBFcn88A/",TRUE,2016-01-17,"I1","2016","italy","Genoa","Palermo",4,0,1.84,3.75,5.95,NA,NA,NA,NA
"tQUoRlw5/","/soccer/spain/primera-division/valencia-rayo-vallecano-tQUoRlw5/",TRUE,2016-01-17,"SP1","2016","spain","Valencia","Rayo Vallecano",2,2,1.64,4.6,6.6,NA,NA,NA,NA
"WlGgmlg4/","/soccer/italy/serie-a/as-roma-verona-WlGgmlg4/",TRUE,2016-01-17,"I1","2016","italy","AS Roma","Hellas Verona",1,1,1.4,5.8,12.55,NA,NA,NA,NA
"WlxP2Thi/","/soccer/italy/serie-a/bologna-lazio-WlxP2Thi/",TRUE,2016-01-17,"I1","2016","italy","Bologna","Lazio",2,2,4.1,3.4,2.17,NA,NA,NA,NA
"YgrVUWwt/","/soccer/spain/primera-division/getafe-espanyol-YgrVUWwt/",TRUE,2016-01-17,"SP1","2016","spain","Getafe","Espanyol",3,1,2.27,3.38,3.85,NA,NA,NA,NA
"06DGB9wI/","/soccer/spain/primera-division/eibar-granada-cf-06DGB9wI/",TRUE,2016-01-18,"SP1","2016","spain","Eibar","Granada",5,1,1.85,3.7,5.4,NA,NA,NA,NA
"pvelm023/","/soccer/england/premier-league-2015-2016/swansea-watford-pvelm023/",TRUE,2016-01-18,"E0","2016","england","Swansea","Watford",1,0,2.48,3.36,3.74,NA,NA,NA,NA
"GGCgUEVR/","/soccer/italy/serie-a/sassuolo-torino-GGCgUEVR/",TRUE,2016-01-20,"I1","2016","italy","Sassuolo","Torino",1,1,2.58,3.32,3.46,NA,NA,NA,NA
"2BmYPabS/","/soccer/spain/primera-division/gijon-real-sociedad-2BmYPabS/",TRUE,2016-01-22,"SP1","2016","spain","Sporting Gijon","Real Sociedad",5,1,3.34,3.4,2.56,NA,NA,NA,NA
"EVUasF8a/","/soccer/france/ligue-1-2015-2016/rennes-gfc-ajaccio-EVUasF8a/",TRUE,2016-01-22,"F1","2016","france","Stade Rennes","GFC Ajaccio",1,0,1.98,3.45,5.13,NA,NA,NA,NA
"MgwfjsnS/","/soccer/germany/bundesliga/hamburger-bayern-munich-MgwfjsnS/",TRUE,2016-01-22,"D1","2016","germany","Hamburg SV","Bayern Munich",1,2,16,7.3,1.27,NA,NA,NA,NA
"08YWlF0J/","/soccer/france/ligue-1-2015-2016/lille-troyes-08YWlF0J/",TRUE,2016-01-23,"F1","2016","france","Lille","Troyes",1,3,1.47,4.9,9,NA,NA,NA,NA
"27BG7rH2/","/soccer/germany/bundesliga/hoffenheim-bayer-leverkusen-27BG7rH2/",TRUE,2016-01-23,"D1","2016","germany","TSG Hoffenheim","Bayer Leverkusen",1,1,5.36,4.2,1.83,NA,NA,NA,NA
"8fXmcPMS/","/soccer/italy/serie-a/frosinone-atalanta-8fXmcPMS/",TRUE,2016-01-23,"I1","2016","italy","Frosinone","Atalanta",0,0,3.32,3.54,2.42,NA,NA,NA,NA
"8hQ0LJ6q/","/soccer/spain/primera-division/granada-cf-getafe-8hQ0LJ6q/",TRUE,2016-01-23,"SP1","2016","spain","Granada","Getafe",3,2,2.64,3.3,3.15,NA,NA,NA,NA
"8Iaaqyvm/","/soccer/france/ligue-1-2015-2016/paris-sg-angers-8Iaaqyvm/",TRUE,2016-01-23,"F1","2016","france","Paris Saint-Germain","Angers",5,1,1.31,7.1,20,NA,NA,NA,NA
"biUOkp5I/","/soccer/england/premier-league-2015-2016/leicester-stoke-city-biUOkp5I/",TRUE,2016-01-23,"E0","2016","england","Leicester City","Stoke City",3,0,2,3.71,4.6,NA,NA,NA,NA
"bqAPkw1J/","/soccer/france/ligue-1-2015-2016/montpellier-caen-bqAPkw1J/",TRUE,2016-01-23,"F1","2016","france","Montpellier","Caen",1,2,2.28,3.44,4.45,NA,NA,NA,NA
"CnETlcGP/","/soccer/france/ligue-1-2015-2016/nice-lorient-CnETlcGP/",TRUE,2016-01-23,"F1","2016","france","Nice","Lorient",2,1,2.04,3.56,4.6,NA,NA,NA,NA
"GfoMS1E9/","/soccer/spain/primera-division/espanyol-villarreal-GfoMS1E9/",TRUE,2016-01-23,"SP1","2016","spain","Espanyol","Villarreal",2,2,3.08,3.35,2.73,NA,NA,NA,NA
"hrVOjyW6/","/soccer/france/ligue-1-2015-2016/guingamp-bastia-hrVOjyW6/",TRUE,2016-01-23,"F1","2016","france","Guingamp","Bastia",1,0,1.9,3.5,5.8,NA,NA,NA,NA
"hxUPpL9k/","/soccer/germany/bundesliga/koln-vfb-stuttgart-hxUPpL9k/",TRUE,2016-01-23,"D1","2016","germany","FC Cologne","VfB Stuttgart",1,3,2.15,3.61,3.84,NA,NA,NA,NA
"I5vy0RxA/","/soccer/italy/serie-a/empoli-ac-milan-I5vy0RxA/",TRUE,2016-01-23,"I1","2016","italy","Empoli","AC Milan",2,2,3.84,3.4,2.57,NA,NA,NA,NA
"jPZvdLRi/","/soccer/england/premier-league-2015-2016/sunderland-bournemouth-jPZvdLRi/",TRUE,2016-01-23,"E0","2016","england","Sunderland","Bournemouth",1,1,2.9,3.45,2.77,NA,NA,NA,NA
"jRUKjQkC/","/soccer/england/premier-league-2015-2016/crystal-palace-tottenham-jRUKjQkC/",TRUE,2016-01-23,"E0","2016","england","Crystal Palace","Tottenham",1,3,3.92,3.55,2.29,NA,NA,NA,NA
"l4NYrav2/","/soccer/germany/bundesliga/hertha-berlin-augsburg-l4NYrav2/",TRUE,2016-01-23,"D1","2016","germany","Hertha Berlin","FC Augsburg",0,0,2.21,3.48,4,NA,NA,NA,NA
"MHZSkeoD/","/soccer/france/ligue-1-2015-2016/nantes-bordeaux-MHZSkeoD/",TRUE,2016-01-23,"F1","2016","france","Nantes","Bordeaux",2,2,2.74,3.14,3.22,NA,NA,NA,NA
"OxYnfad4/","/soccer/england/premier-league-2015-2016/west-brom-aston-villa-OxYnfad4/",TRUE,2016-01-23,"E0","2016","england","West Brom","Aston Villa",0,0,2.38,3.2,3.7,NA,NA,NA,NA
"pnZreusb/","/soccer/england/premier-league-2015-2016/watford-newcastle-utd-pnZreusb/",TRUE,2016-01-23,"E0","2016","england","Watford","Newcastle",2,1,2.08,3.66,4.25,NA,NA,NA,NA
"r3vjiNWL/","/soccer/germany/bundesliga/b-monchengladbach-dortmund-r3vjiNWL/",TRUE,2016-01-23,"D1","2016","germany","Borussia Monchengladbach","Borussia Dortmund",1,3,6.5,4.9,1.67,NA,NA,NA,NA
"rijS6Kij/","/soccer/spain/primera-division/rayo-vallecano-celta-vigo-rijS6Kij/",TRUE,2016-01-23,"SP1","2016","spain","Rayo Vallecano","Celta Vigo",3,0,2.31,3.8,3.6,NA,NA,NA,NA
"tbAK62W8/","/soccer/germany/bundesliga/ingolstadt-mainz-tbAK62W8/",TRUE,2016-01-23,"D1","2016","germany","FC Ingolstadt 04","Mainz",1,0,2.51,3.25,3.5,NA,NA,NA,NA
"tESigJBA/","/soccer/england/premier-league-2015-2016/west-ham-manchester-city-tESigJBA/",TRUE,2016-01-23,"E0","2016","england","West Ham","Manchester City",2,2,5.2,4.25,1.8,NA,NA,NA,NA
"xMVzc1Co/","/soccer/england/premier-league-2015-2016/norwich-liverpool-xMVzc1Co/",TRUE,2016-01-23,"E0","2016","england","Norwich City","Liverpool",4,5,4.5,3.7,2.1,NA,NA,NA,NA
"YVeHTsa3/","/soccer/spain/primera-division/malaga-barcelona-YVeHTsa3/",TRUE,2016-01-23,"SP1","2016","spain","Malaga","Barcelona",1,2,6.6,4.5,1.65,NA,NA,NA,NA
"z1JUquPe/","/soccer/germany/bundesliga/hannover-darmstadt-z1JUquPe/",TRUE,2016-01-23,"D1","2016","germany","Hannover 96","SV Darmstadt 98",1,2,2.48,3.4,3.52,NA,NA,NA,NA
"zHihYHZp/","/soccer/england/premier-league-2015-2016/manchester-united-southampton-zHihYHZp/",TRUE,2016-01-23,"E0","2016","england","Manchester Utd","Southampton",0,1,2.15,3.48,4.6,NA,NA,NA,NA
"0UTuaohG/","/soccer/italy/serie-a/juventus-as-roma-0UTuaohG/",TRUE,2016-01-24,"I1","2016","italy","Juventus","AS Roma",1,0,1.66,4,8.1,NA,NA,NA,NA
"0vkoh3HF/","/soccer/germany/bundesliga/schalke-werder-bremen-0vkoh3HF/",TRUE,2016-01-24,"D1","2016","germany","Schalke 04","Werder Bremen",1,3,1.75,4.33,5.2,NA,NA,NA,NA
"A3JFhqVq/","/soccer/italy/serie-a/fiorentina-torino-A3JFhqVq/",TRUE,2016-01-24,"I1","2016","italy","Fiorentina","Torino",2,0,1.89,3.65,5.3,NA,NA,NA,NA
"CzWGi6z6/","/soccer/england/premier-league-2015-2016/arsenal-chelsea-CzWGi6z6/",TRUE,2016-01-24,"E0","2016","england","Arsenal","Chelsea",0,1,2.38,3.45,3.7,NA,NA,NA,NA
"EiWKiHG0/","/soccer/france/ligue-1-2015-2016/monaco-toulouse-EiWKiHG0/",TRUE,2016-01-24,"F1","2016","france","AS Monaco","Toulouse",4,0,2.05,3.5,4.95,NA,NA,NA,NA
"EoVLo1fq/","/soccer/germany/bundesliga/eintracht-frankfurt-wolfsburg-EoVLo1fq/",TRUE,2016-01-24,"D1","2016","germany","Eintracht Frankfurt","VfL Wolfsburg",3,2,3.54,3.78,2.23,NA,NA,NA,NA
"EXXqb57M/","/soccer/italy/serie-a/lazio-chievo-EXXqb57M/",TRUE,2016-01-24,"I1","2016","italy","Lazio","Chievo Verona",4,1,1.74,3.8,6.85,NA,NA,NA,NA
"fopQRLTF/","/soccer/spain/primera-division/atl-madrid-sevilla-fopQRLTF/",TRUE,2016-01-24,"SP1","2016","spain","Atletico Madrid","Sevilla",0,0,1.61,4.2,8,NA,NA,NA,NA
"GGlGjNad/","/soccer/italy/serie-a/verona-genoa-GGlGjNad/",TRUE,2016-01-24,"I1","2016","italy","Hellas Verona","Genoa",1,1,3.6,3.56,2.45,NA,NA,NA,NA
"h4fhnKH9/","/soccer/england/premier-league-2015-2016/everton-swansea-h4fhnKH9/",TRUE,2016-01-24,"E0","2016","england","Everton","Swansea",1,2,1.89,3.95,5.6,NA,NA,NA,NA
"MskW5v7d/","/soccer/spain/primera-division/ath-bilbao-eibar-MskW5v7d/",TRUE,2016-01-24,"SP1","2016","spain","Athletic Bilbao","Eibar",5,2,1.77,4,6.2,NA,NA,NA,NA
"QFeN70xp/","/soccer/spain/primera-division/dep-la-coruna-valencia-QFeN70xp/",TRUE,2016-01-24,"SP1","2016","spain","Deportivo La Coruna","Valencia",1,1,2.29,3.44,3.75,NA,NA,NA,NA
"rNt2EQi3/","/soccer/italy/serie-a/sampdoria-napoli-rNt2EQi3/",TRUE,2016-01-24,"I1","2016","italy","Sampdoria","Napoli",2,4,7.52,4.58,1.65,NA,NA,NA,NA
"UJxbF6xc/","/soccer/italy/serie-a/inter-carpi-UJxbF6xc/",TRUE,2016-01-24,"I1","2016","italy","Internazionale","Carpi",1,1,1.51,4.71,9.3,NA,NA,NA,NA
"UR0epHOt/","/soccer/france/ligue-1-2015-2016/lyon-marseille-UR0epHOt/",TRUE,2016-01-24,"F1","2016","france","Lyon","Marseille",1,1,2.26,3.4,4.3,NA,NA,NA,NA
"vFuX07N3/","/soccer/italy/serie-a/palermo-udinese-vFuX07N3/",TRUE,2016-01-24,"I1","2016","italy","Palermo","Udinese",4,1,2.7,3.3,3.25,NA,NA,NA,NA
"xQkCi3pj/","/soccer/italy/serie-a/sassuolo-bologna-xQkCi3pj/",TRUE,2016-01-24,"I1","2016","italy","Sassuolo","Bologna",0,2,2.2,3.41,4.6,NA,NA,NA,NA
"zowEUNqc/","/soccer/spain/primera-division/betis-real-madrid-zowEUNqc/",TRUE,2016-01-24,"SP1","2016","spain","Real Betis","Real Madrid",1,1,9.4,6.2,1.5,NA,NA,NA,NA
"zuWeregg/","/soccer/france/ligue-1-2015-2016/reims-st-etienne-zuWeregg/",TRUE,2016-01-24,"F1","2016","france","Stade de Reims","St Etienne",1,1,2.98,3.27,2.82,NA,NA,NA,NA
"OKlUQuqM/","/soccer/spain/primera-division/levante-ud-las-palmas-OKlUQuqM/",TRUE,2016-01-25,"SP1","2016","spain","Levante","Las Palmas",3,2,2.37,3.4,3.9,NA,NA,NA,NA
"0O88exO7/","/soccer/germany/bundesliga/mainz-b-monchengladbach-0O88exO7/",TRUE,2016-01-29,"D1","2016","germany","Mainz","Borussia Monchengladbach",1,0,2.71,3.67,3.06,NA,NA,NA,NA
"GbiVdf8n/","/soccer/france/ligue-1-2015-2016/marseille-lille-GbiVdf8n/",TRUE,2016-01-29,"F1","2016","france","Marseille","Lille",1,1,2.14,3.48,4.31,NA,NA,NA,NA
"00QL4t1L/","/soccer/germany/bundesliga/dortmund-ingolstadt-00QL4t1L/",TRUE,2016-01-30,"D1","2016","germany","Borussia Dortmund","FC Ingolstadt 04",2,0,1.3,6.25,14.53,NA,NA,NA,NA
"0ngsfhh5/","/soccer/france/ligue-1-2015-2016/toulouse-guingamp-0ngsfhh5/",TRUE,2016-01-30,"F1","2016","france","Toulouse","Guingamp",1,2,2.16,3.39,4.28,NA,NA,NA,NA
"2TniKL08/","/soccer/germany/bundesliga/darmstadt-schalke-2TniKL08/",TRUE,2016-01-30,"D1","2016","germany","SV Darmstadt 98","Schalke 04",0,2,3.35,3.6,2.52,NA,NA,NA,NA
"2XCc30q2/","/soccer/italy/serie-a/carpi-palermo-2XCc30q2/",TRUE,2016-01-30,"I1","2016","italy","Carpi","Palermo",1,1,2.38,3.3,3.8,NA,NA,NA,NA
"4KNCvDhI/","/soccer/france/ligue-1-2015-2016/troyes-nantes-4KNCvDhI/",TRUE,2016-01-30,"F1","2016","france","Troyes","Nantes",0,1,3.6,3.49,2.45,NA,NA,NA,NA
"8hU3tZN5/","/soccer/france/ligue-1-2015-2016/angers-monaco-8hU3tZN5/",TRUE,2016-01-30,"F1","2016","france","Angers","AS Monaco",3,0,3.8,3.2,2.51,NA,NA,NA,NA
"E76dbvvk/","/soccer/germany/bundesliga/vfb-stuttgart-hamburger-E76dbvvk/",TRUE,2016-01-30,"D1","2016","germany","VfB Stuttgart","Hamburg SV",2,1,1.98,3.9,4.4,NA,NA,NA,NA
"f1Yms1T2/","/soccer/spain/primera-division/barcelona-atl-madrid-f1Yms1T2/",TRUE,2016-01-30,"SP1","2016","spain","Barcelona","Atletico Madrid",2,1,1.57,4.45,7.8,NA,NA,NA,NA
"fNPP30GR/","/soccer/germany/bundesliga/bayer-leverkusen-hannover-fNPP30GR/",TRUE,2016-01-30,"D1","2016","germany","Bayer Leverkusen","Hannover 96",3,0,1.32,6.8,12,NA,NA,NA,NA
"GIT8Jcyd/","/soccer/spain/primera-division/real-sociedad-betis-GIT8Jcyd/",TRUE,2016-01-30,"SP1","2016","spain","Real Sociedad","Real Betis",2,1,1.74,4.1,6.5,NA,NA,NA,NA
"hb50cbge/","/soccer/germany/bundesliga/augsburg-eintracht-frankfurt-hb50cbge/",TRUE,2016-01-30,"D1","2016","germany","FC Augsburg","Eintracht Frankfurt",0,0,2.05,3.76,4.1,NA,NA,NA,NA
"IuepR3y9/","/soccer/italy/serie-a/atalanta-sassuolo-IuepR3y9/",TRUE,2016-01-30,"I1","2016","italy","Atalanta","Sassuolo",1,1,2.56,3.3,3.5,NA,NA,NA,NA
"MeU4KwMk/","/soccer/spain/primera-division/getafe-ath-bilbao-MeU4KwMk/",TRUE,2016-01-30,"SP1","2016","spain","Getafe","Athletic Bilbao",0,1,3.92,3.5,2.3,NA,NA,NA,NA
"MX94dI81/","/soccer/germany/bundesliga/werder-bremen-hertha-berlin-MX94dI81/",TRUE,2016-01-30,"D1","2016","germany","Werder Bremen","Hertha Berlin",3,3,2.7,3.56,3.05,NA,NA,NA,NA
"OtEg4tUe/","/soccer/italy/serie-a/as-roma-frosinone-OtEg4tUe/",TRUE,2016-01-30,"I1","2016","italy","AS Roma","Frosinone",3,1,1.29,7,15,NA,NA,NA,NA
"OtQ4wJSR/","/soccer/spain/primera-division/eibar-malaga-OtQ4wJSR/",TRUE,2016-01-30,"SP1","2016","spain","Eibar","Malaga",1,2,2.58,3.3,3.25,NA,NA,NA,NA
"SYfZeENh/","/soccer/france/ligue-1-2015-2016/bastia-lyon-SYfZeENh/",TRUE,2016-01-30,"F1","2016","france","Bastia","Lyon",1,0,5.7,3.94,1.78,NA,NA,NA,NA
"WQFb2GpP/","/soccer/france/ligue-1-2015-2016/lorient-reims-WQFb2GpP/",TRUE,2016-01-30,"F1","2016","france","Lorient","Stade de Reims",2,0,2.18,3.53,3.95,NA,NA,NA,NA
"YiXitLr9/","/soccer/spain/primera-division/villarreal-granada-cf-YiXitLr9/",TRUE,2016-01-30,"SP1","2016","spain","Villarreal","Granada",1,0,1.57,4.5,7.9,NA,NA,NA,NA
"YZ1Qczgt/","/soccer/france/ligue-1-2015-2016/gfc-ajaccio-montpellier-YZ1Qczgt/",TRUE,2016-01-30,"F1","2016","france","GFC Ajaccio","Montpellier",0,4,2.76,3.32,3.04,NA,NA,NA,NA
"4xVAC4MF/","/soccer/italy/serie-a/chievo-juventus-4xVAC4MF/",TRUE,2016-01-31,"I1","2016","italy","Chievo Verona","Juventus",0,4,9.8,4.4,1.55,NA,NA,NA,NA
"C2YIAriS/","/soccer/italy/serie-a/udinese-lazio-C2YIAriS/",TRUE,2016-01-31,"I1","2016","italy","Udinese","Lazio",0,0,3.56,3.38,2.42,NA,NA,NA,NA
"f9SCIHj2/","/soccer/spain/primera-division/real-madrid-espanyol-f9SCIHj2/",TRUE,2016-01-31,"SP1","2016","spain","Real Madrid","Espanyol",6,0,1.17,12.5,34,NA,NA,NA,NA
"IqBo62aq/","/soccer/italy/serie-a/napoli-empoli-IqBo62aq/",TRUE,2016-01-31,"I1","2016","italy","Napoli","Empoli",5,1,1.37,6.11,12,NA,NA,NA,NA
"M9RH5MoF/","/soccer/germany/bundesliga/bayern-munich-hoffenheim-M9RH5MoF/",TRUE,2016-01-31,"D1","2016","germany","Bayern Munich","TSG Hoffenheim",2,0,1.13,14.07,36,NA,NA,NA,NA
"MefweYxa/","/soccer/france/ligue-1-2015-2016/caen-nice-MefweYxa/",TRUE,2016-01-31,"F1","2016","france","Caen","Nice",2,0,2.55,3.3,3.25,NA,NA,NA,NA
"MeY7ugwC/","/soccer/france/ligue-1-2015-2016/st-etienne-paris-sg-MeY7ugwC/",TRUE,2016-01-31,"F1","2016","france","St Etienne","Paris Saint-Germain",0,2,7.5,4.3,1.61,NA,NA,NA,NA
"QkCWYxyq/","/soccer/spain/primera-division/ud-las-palmas-celta-vigo-QkCWYxyq/",TRUE,2016-01-31,"SP1","2016","spain","Las Palmas","Celta Vigo",2,1,2.71,3.58,2.9,NA,NA,NA,NA
"QoW6Dp79/","/soccer/italy/serie-a/genoa-fiorentina-QoW6Dp79/",TRUE,2016-01-31,"I1","2016","italy","Genoa","Fiorentina",0,0,3.57,3.4,2.38,NA,NA,NA,NA
"rBMGwX7O/","/soccer/france/ligue-1-2015-2016/bordeaux-rennes-rBMGwX7O/",TRUE,2016-01-31,"F1","2016","france","Bordeaux","Stade Rennes",4,0,2.72,3.28,3.14,NA,NA,NA,NA
"SEWeuubF/","/soccer/spain/primera-division/sevilla-levante-SEWeuubF/",TRUE,2016-01-31,"SP1","2016","spain","Sevilla","Levante",3,1,1.46,5.5,11.5,NA,NA,NA,NA
"tIz0vaDL/","/soccer/spain/primera-division/valencia-gijon-tIz0vaDL/",TRUE,2016-01-31,"SP1","2016","spain","Valencia","Sporting Gijon",0,1,1.74,4.2,6.1,NA,NA,NA,NA
"UJEk5MEk/","/soccer/italy/serie-a/torino-verona-UJEk5MEk/",TRUE,2016-01-31,"I1","2016","italy","Torino","Hellas Verona",0,0,1.78,4,5.8,NA,NA,NA,NA
"vkdtSqM2/","/soccer/italy/serie-a/ac-milan-inter-vkdtSqM2/",TRUE,2016-01-31,"I1","2016","italy","AC Milan","Internazionale",3,0,2.8,3.25,3.25,NA,NA,NA,NA
"WrHiaKOr/","/soccer/germany/bundesliga/wolfsburg-koln-WrHiaKOr/",TRUE,2016-01-31,"D1","2016","germany","VfL Wolfsburg","FC Cologne",1,1,1.71,4.35,6.12,NA,NA,NA,NA
"YBZEBOyM/","/soccer/italy/serie-a/bologna-sampdoria-YBZEBOyM/",TRUE,2016-01-31,"I1","2016","italy","Bologna","Sampdoria",3,2,2.22,3.4,3.94,NA,NA,NA,NA
"fPGzYdjk/","/soccer/spain/primera-division/dep-la-coruna-rayo-vallecano-fPGzYdjk/",TRUE,2016-02-01,"SP1","2016","spain","Deportivo La Coruna","Rayo Vallecano",2,2,1.96,3.84,4.5,NA,NA,NA,NA
"AZ5zoeJj/","/soccer/england/premier-league-2015-2016/norwich-tottenham-AZ5zoeJj/",TRUE,2016-02-02,"E0","2016","england","Norwich City","Tottenham",0,3,5.1,4.1,1.97,NA,NA,NA,NA
"bkaI9vdi/","/soccer/england/premier-league-2015-2016/sunderland-manchester-city-bkaI9vdi/",TRUE,2016-02-02,"E0","2016","england","Sunderland","Manchester City",0,1,7.6,5,1.58,NA,NA,NA,NA
"dfYWHabe/","/soccer/italy/serie-a/sassuolo-as-roma-dfYWHabe/",TRUE,2016-02-02,"I1","2016","italy","Sassuolo","AS Roma",0,2,3.1,3.3,2.69,NA,NA,NA,NA
"ERQaictN/","/soccer/england/premier-league-2015-2016/crystal-palace-bournemouth-ERQaictN/",TRUE,2016-02-02,"E0","2016","england","Crystal Palace","Bournemouth",1,2,2.7,3.32,3.1,NA,NA,NA,NA
"INmngC7B/","/soccer/france/ligue-1-2015-2016/monaco-bastia-INmngC7B/",TRUE,2016-02-02,"F1","2016","france","AS Monaco","Bastia",2,0,1.5,4.5,10,NA,NA,NA,NA
"K4mR7IQ3/","/soccer/england/premier-league-2015-2016/west-ham-aston-villa-K4mR7IQ3/",TRUE,2016-02-02,"E0","2016","england","West Ham","Aston Villa",2,0,1.94,3.66,5.3,NA,NA,NA,NA
"K4RehwRG/","/soccer/england/premier-league-2015-2016/arsenal-southampton-K4RehwRG/",TRUE,2016-02-02,"E0","2016","england","Arsenal","Southampton",0,0,1.85,3.7,5.5,NA,NA,NA,NA
"Q1U3jHeT/","/soccer/england/premier-league-2015-2016/leicester-liverpool-Q1U3jHeT/",TRUE,2016-02-02,"E0","2016","england","Leicester City","Liverpool",2,0,2.98,3.4,2.8,NA,NA,NA,NA
"U1H4BgNu/","/soccer/france/ligue-1-2015-2016/montpellier-marseille-U1H4BgNu/",TRUE,2016-02-02,"F1","2016","france","Montpellier","Marseille",0,1,2.68,3.25,3.1,NA,NA,NA,NA
"WfgdovXF/","/soccer/england/premier-league-2015-2016/west-brom-swansea-WfgdovXF/",TRUE,2016-02-02,"E0","2016","england","West Brom","Swansea",1,1,2.75,3.15,3.32,NA,NA,NA,NA
"Wr7Woy4p/","/soccer/england/premier-league-2015-2016/manchester-united-stoke-city-Wr7Woy4p/",TRUE,2016-02-02,"E0","2016","england","Manchester Utd","Stoke City",3,0,1.74,4,6.75,NA,NA,NA,NA
